"Make","Model","Style","Year","MSRP","Trim","URL","EPA Classification","Drivetrain","Engine Order Code","Engine Type and Required Fuel","Displacement (liters/cubic inches)","Fuel System","Maximum Horsepower @ RPM","Maximum Torque @ RPM","Cooling System Capacity (quarts)","Transmission Order Code","Transmission Description","Number of Transmission Speeds","First Gear Ratio (:1)","Second Gear Ratio (:1)","Third Gear Ratio (:1)","Fourth Gear Ratio (:1)","Fifth Gear Ratio (:1)","Reverse Ratio (:1)","Final Drive Axle Ratio (:1)","Clutch Size","EPA Greenhouse Gas Score","CO2 Emissions, 15K mi/year (tons)","Range, city/highway (miles)","EPA Fuel Economy, combined/city/highway (mpg)","EPA Fuel Economy Equivalent (for hybrid and electric vehicles), combined/city/highway (MPGe)","Fuel Capacity / Gas Tank Size","Aux Fuel Tank Capacity (gallons)","Wheelbase (inches)","Length (inches)","Width, without mirrors (inches)","Height (inches)","Front Track Width (inches)","Rear Track Width (inches)","Minimum Ground Clearance (inches)","Liftover Height (inches)","Passenger / Seating Capacity","Total Passenger Volume (cubic feet)","Front Head Room (inches)","Front Leg Room (inches)","Front Shoulder Room (inches)","Front Hip Room (inches)","Second Row Head Room (inches)","Second Row Leg Room (inches)","Second Row Shoulder Room (inches)","Second Row Hip Room (inches)","Trunk Space (cubic feet)","Cargo Space/Area with Rear Seat Down","Cargo Space/Area with Rear Seat Up","Steering Type","Steering Ratio (:1)","Turns, lock to lock","Turning Diameter / Radius, curb to curb (feet)","Turning Diameter / Radius, wall to wall (feet)","Front Suspension Type","Rear Suspension Type","Front Shock Absorber Diameter (mm)","Rear Shock Absorber Diameter (mm)","Front Anti-Roll Bar Diameter (inches)","Rear Anti-Roll Bar Diameter (inches)","Brake Type","Anti-Lock-Braking System","Front Brake Rotors, diameter x thickness (inches)","Rear Brake Rotors, diameter x thickness (inches)","Rear Drums, diameter x width (inches)","Front Wheel Size (inches)","Front Wheel Material","Front Tire Size","Rear Wheel Size (inches)","Rear Wheel Material","Rear Tire Size","Spare Wheel Size (inches)","Spare Wheel Material","Spare Tire Size","Maximum Trailer Weight, dead weight hitch (pounds)","Maximum Tongue Weight, dead weight hitch (pounds)","Maximum Trailer Weight, weight distributing hitch (pounds)","Maximum Tongue Weight, weight distributing hitch (pounds)","Base Curb Weight (pounds)","Cold Cranking Amps @ 0° F","Maximum Alternator Capacity (amps)","Frontal Driver","Frontal Passenger","Side Driver","NHTSA Rollover Rating","Side Rear Passenger"
"Honda","Insight","Honda Insight","2004","$19,695","141970","https://www.caranddriver.com/honda/insight/specs/2004/honda_insight_honda-insight_2004/141970",
